group,ymin,ymax,y25,y50,y75,wgtmean,dimension
East Asia & Pacific,2.11315496640606,36.8496566136184,10.077413943343,16.8706511895548,20.4160857013952,19.2815189898054,Security
Europe & Central Asia,0.305596152061312,30.7894018496564,6.75813662584912,8.05894131846418,15.4422911557267,19.8902832778778,Security
Latin America & Caribbean,2.09471987573581,43.0183392788191,12.3684443125954,23.7521495720281,28.4385591874887,26.3702446610796,Security
Middle East & North Africa,13.1388502940794,100,17.2427220950621,29.3405923673803,62.1512663180841,36.8529586627652,Security
South Asia,4.45888135783568,84.7033634334906,13.9526485678005,27.2149375156746,33.7379122623023,32.1367883608907,Security
Sub-Saharan Africa,0,78.6122369412792,14.672079643241,20.6268694490902,31.1482824399531,34.6121461489204,Security
