group,ymin,ymax,y25,y50,y75,wgtmean,dimension
East Asia & Pacific,6.16515349425723,60.1822972659423,17.5096783944247,26.140959799231,44.30477169522,11.0665697717325,Economic
Europe & Central Asia,0,32.7972194659178,6.62967035045226,14.9064369727987,19.6893940671073,12.8157566498432,Economic
Latin America & Caribbean,5.18553745470098,58.847576013447,18.4594557282326,26.1812139459225,34.5725898992285,20.2350070636254,Economic
Middle East & North Africa,14.4904527022094,78.186359304185,20.8247169365205,28.1302687843324,44.5342267447826,31.7369928987133,Economic
South Asia,18.7816138411603,63.206402710663,25.2832592834085,30.0623966995959,36.2862698181797,27.279703156755,Economic
Sub-Saharan Africa,8.85107091811581,100,34.5323400442062,44.8727908603944,52.1458229711199,42.4630917936278,Economic
